ngram,company,value
buy_recommend,White  Show,1
buy_refurbished,Black,5
buy_second,Black,1
buy_separate,Black  Plus,1
buy_separately,Black  Spot,1
buy_since,Black  Plus,1
buy_sister,Black  Spot,1
buy_smart,Black  Plus,1
buy_something,Charcoal Fabric ,2
buy_speaker,Black  Dot,2
buy_super,Black  Show,1
buy_thestandbase,White  Spot,1
buy_thing,Black  Show,1
buy_thing,White  Plus,1
buy_third,Black  Plus,1
buy_third,Configuration: Fire TV Stick,1
buy_turn,Black  Dot,2
buy_two,Charcoal Fabric ,2
buy_two,White  Spot,1
buy_unless,Black  Spot,1
buy_wa,Black  Plus,1
buy_want,Black,1
buy_want,Black  Plus,1
buy_wifi,Black,1
buy_wifi,Configuration: Fire TV Stick,1
buy_would,Black  Spot,1
buyer_error,Black  Dot,2
buyer_purchase,White,1
buyer_remorse,White  Spot,1
buyer_smart,Black  Plus,1
buyi_loving,White  Plus,1
buying_alexa,Black  Plus,1
buying_another,Black  Dot,2
buying_another,White  Spot,1
buying_bluetooth,Black  Dot,2
buying_cordless,Sandstone Fabric ,2
buying_device,Black,1
buying_especially,Black  Show,1
buying_get,Black,1
buying_home,Black  Dot,2
buying_new,Black  Dot,2
buying_one,Black  Dot,2
buying_refurbished,Black,2
buying_refurbished,White,2
buying_refurbs,White,1
buying_saw,Black  Plus,1
buying_separate,Black  Plus,1
buying_several,White  Spot,1
buying_smart,Black  Plus,1
buying_smartthing,Black  Plus,1
buying_spot,Black  Spot,1
buying_use,Black  Dot,2
buying_use,Charcoal Fabric ,2
buywe_also,Configuration: Fire TV Stick,1
buzzing_sound,Black  Dot,2
bye_bye,Black  Plus,1
bye_philip,Black  Plus,1
c_f,Black  Show,1
cable_account,Configuration: Fire TV Stick,1
cable_anything,Configuration: Fire TV Stick,1
cable_bill,Configuration: Fire TV Stick,2
cable_box,Black  Plus,1
cable_capability,Black  Dot,2
cable_connection,Configuration: Fire TV Stick,1
cable_cord,Configuration: Fire TV Stick,1
cable_cordlove,Configuration: Fire TV Stick,1
cable_find,Configuration: Fire TV Stick,1
cable_going,Configuration: Fire TV Stick,1
cable_im,Configuration: Fire TV Stick,1
cable_love,Configuration: Fire TV Stick,1
cable_paid,White  Plus,1
cable_price,Configuration: Fire TV Stick,1
cable_provider,Configuration: Fire TV Stick,2
cable_service,Configuration: Fire TV Stick,1
cable_showing,Configuration: Fire TV Stick,1
cable_supplied,Configuration: Fire TV Stick,1
cable_television,Configuration: Fire TV Stick,1
cable_tv,Black  Plus,1
cable_tv,Configuration: Fire TV Stick,2
cable_waste,Configuration: Fire TV Stick,1
cable_watching,Configuration: Fire TV Stick,1
calendar_appointment,Black  Show,1
calendar_contact,Black  Show,1
calendar_event,Black  Spot,1
calendar_event,White  Plus,1
calendar_reminder,Black  Dot,2
calendar_samsung,Black  Plus,1
calendar_task,Black  Spot,1
calendar_weather,Black  Spot,1
call_alexa,Black  Spot,1
call_back,White  Show,1
call_capability,Black  Plus,1
call_come,Charcoal Fabric ,2
call_couch,White  Plus,1
call_daughter,Black  Show,1
call_daughter,Black  Spot,1
call_device,White  Spot,1
call_drop,Black,1
call_easy,White  Show,1
call_echo,White  Dot,2
call_etc,Black  Dot,2
call_family,Black  Spot,1
call_finally,White  Plus,1
call_find,White  Plus,1
call_friend,Black  Dot,4
call_function,Black  Show,1
call_ill,Black  Plus,1
call_its,Black  Spot,1
call_least,White  Spot,1
call_let,Configuration: Fire TV Stick,1
call_made,Charcoal Fabric ,2
call_mic,Black  Plus,1
call_mom,Black  Show,1
call_much,Black  Spot,1
call_one,Black  Plus,1
call_option,White  Spot,1
call_others,Black  Show,1
call_phone,Black  Plus,1
call_rambled,Black,1
call_reason,Oak Finish ,2
call_regardless,White  Plus,1
call_someone,Black  Spot,1
call_something,Black  Plus,1
call_son,Black  Show,1
call_still,Black  Show,1
call_tend,Black  Spot,1
call_text,Black  Plus,1
call_text,Black  Spot,1
call_thing,Black  Plus,1
call_time,Charcoal Fabric ,2
call_turn,White  Plus,1
call_u,Charcoal Fabric ,2
call_uhyour,Black  Show,1
call_use,Black  Spot,1
call_wa,Black  Spot,1
call_way,Black  Plus,1
call_within,Black  Spot,1
called_ad,White  Spot,1
called_amazon,Black,1
called_get,Configuration: Fire TV Stick,1
called_said,Black  Plus,1
called_see,Black,1
called_tech,Charcoal Fabric ,2
called_walked,White,1
calling_alexa,Black  Plus,1
calling_feature,Black  Spot,1
calling_feature,Heather Gray Fabric ,2
calling_feature,White  Show,1
calling_feature,White  Spot,1
calling_house,Black  Spot,1
calling_kitchen,Black  Show,1
calling_messaging,White  Spot,1
calling_pretty,Black  Spot,1
calm_leave,White  Dot,2
calmer_doesnt,White  Dot,2
cam_considering,Black  Spot,1
cam_display,Black  Spot,1
cam_doe,Black  Spot,1
cam_feed,Black  Show,1
cam_go,Black  Spot,1
cam_know,Black  Spot,1
cam_music,Black  Show,1
cambiar_español,Configuration: Fire TV Stick,1
came_across,Black  Plus,1
came_across,White  Spot,1
came_bundled,White  Plus,1
came_camera,Black  Spot,1
came_day,Configuration: Fire TV Stick,1
came_dented,Black  Plus,1
came_device,Black  Show,1
came_downloading,Configuration: Fire TV Stick,1
came_downright,Black  Spot,1
came_free,Black  Plus,2
came_good,Black  Plus,1
came_ha,Heather Gray Fabric ,2
came_home,Black  Plus,1
came_hue,Black  Plus,1
came_lightbulb,Black  Plus,1
came_limited,Black  Plus,1
came_mostly,Black  Spot,1
came_next,Black  Dot,2
came_original,White,1
came_philip,Black  Plus,1
came_plus,Black  Plus,1
came_screen,White  Spot,1
came_see,Black  Show,1
came_smart,Heather Gray Fabric ,2
came_smart,White  Plus,1
came_white,White  Show,1
came_wrong,Black  Plus,1
camelot_give,Charcoal Fabric ,2
camera_also,Black  Spot,1
camera_amazon,Black  Spot,1
camera_around,White  Show,1
camera_bedroom,Black  Show,1
camera_cant,Black  Show,1
camera_conferencing,Black  Show,1
camera_connect,Black  Show,1
camera_convenient,Black  Spot,1
camera_cover,Black  Spot,1
camera_didnt,Black  Show,1
camera_doe,Black  Show,2
camera_doesnt,Black  Spot,1
camera_good,Black  Spot,1
camera_lock,Black  Plus,1
camera_love,Black  Dot,2
camera_make,White  Show,1
camera_new,White  Spot,1
camera_nice,Black  Plus,1
camera_privacy,Black  Spot,2
camera_quality,Black  Spot,1
camera_ring,Black  Spot,1
camera_room,Black  Spot,1
camera_seen,Black  Show,1
camera_sound,Black  Show,1
camera_system,White  Show,1
camera_taking,Black  Show,1
camera_thats,Black  Show,1
camera_thou,Black  Show,1
camera_though,White  Spot,1
camera_time,White  Show,1
camera_video,Black  Spot,1
camera_viewingit,Black  Spot,1
camera_voice,Black  Show,1
camera_want,White  Spot,1
camera_without,Black  Spot,1
camera_work,Black  Show,1
camera_work,White  Show,1
camera_worried,Black  Spot,1
campus_school,White  Show,1
canary_camera,Black  Show,1
cancel_alarm,Black  Spot,1
cancel_button,Black  Spot,1
cancel_easy,Black  Spot,1
cancel_preset,Black  Spot,1
cancel_snooze,Black  Spot,1
canceling_satellite,Configuration: Fire TV Stick,1
cancelled_snoozed,Black  Spot,1
cannot_access,Charcoal Fabric ,2
cannot_accessto,Black  Show,1
cannot_answer,White  Plus,1
cannot_cancel,Black  Spot,1
cannot_complain,Black,1
cannot_connect,Black  Plus,1
cannot_delete,White  Show,1
cannot_even,Black  Spot,1
cannot_find,Black  Show,1
cannot_find,Black  Spot,1
cannot_load,Configuration: Fire TV Stick,1
cannot_pair,Black  Dot,2
cannot_pleased,Black  Dot,2
cannot_speak,Sandstone Fabric ,2
cannot_turn,Black  Spot,1
cannot_turn,White  Show,1
cannot_update,Black  Plus,1
cannot_use,Black  Dot,2
cannot_use,Sandstone Fabric ,2
cant_access,Black  Show,1
cant_access,Black  Spot,1
cant_afford,Charcoal Fabric ,2
cant_beat,Configuration: Fire TV Stick,1
cant_believe,Black  Plus,1
cant_believe,Charcoal Fabric ,2
cant_believe,Configuration: Fire TV Stick,1
cant_change,Black  Spot,1
cant_complaini,Black,1
cant_customize,Black  Plus,1
cant_download,Black  Show,1
cant_download,Configuration: Fire TV Stick,1
cant_even,Black  Plus,1
cant_even,Configuration: Fire TV Stick,1
cant_figure,White,1
cant_get,Black  Plus,5
cant_good,Black  Show,1
cant_keep,Black  Plus,1
cant_live,Black  Spot,1
cant_make,Charcoal Fabric ,2
cant_override,Charcoal Fabric ,2
cant_play,White  Dot,2
cant_program,Heather Gray Fabric ,2
cant_read,Black  Spot,1
cant_really,Configuration: Fire TV Stick,1
cant_really,White  Dot,2
cant_really,White  Plus,1
cant_recognize,Heather Gray Fabric ,2
cant_scroll,Black  Spot,1
cant_see,White  Show,1
cant_seem,Black,1
cant_seem,White  Spot,1
cant_spot,Black  Spot,1
cant_stop,Black  Dot,2
cant_talk,White  Show,1
cant_tell,Black,4
cant_tell,Charcoal Fabric ,2
cant_tell,White,1
cant_tinker,Black  Spot,1
cant_turn,Black  Spot,2
cant_turn,White  Spot,1
cant_turned,Black  Plus,1
cant_use,Black  Dot,2
cant_use,Black  Plus,1
cant_use,Sandstone Fabric ,2
cant_wait,Black,1
cant_wait,Black  Spot,1
cant_wait,Walnut Finish ,2
cant_watch,Configuration: Fire TV Stick,1
cant_work,Black  Dot,2
cant_ask,Heather Gray Fabric ,2
cant_beat,Black  Show,1
cant_change,White  Show,1
cant_connect,Black  Spot,1
cant_connect,Configuration: Fire TV Stick,1
cant_decide,Black  Spot,1
cant_dhiw,Black  Show,1
cant_even,White  Spot,1
cant_handle,Black,1
cant_hear,White,1
cant_its,White  Spot,1
cant_sync,White  Dot,2
cant_talk,White  Dot,2
cant_use,Charcoal Fabric ,2
cant_used,Black  Spot,1
cant_wait,Black  Plus,1
cant_wait,Black  Spot,1
cant_wait,Configuration: Fire TV Stick,1
cant_wait,Heather Gray Fabric ,2
capabilitiesbut_far,Sandstone Fabric ,2
capability_also,Black  Show,1
capability_bulb,Black  Plus,1
capability_echo,White  Spot,1
capability_excellent,Black  Plus,1
capability_far,Black  Plus,1
capability_fun,Heather Gray Fabric ,1
capability_highly,Black,1
capability_last,White  Plus,1
capability_linked,Black  Show,1
capability_lot,Black  Dot,2
capability_original,Black  Plus,1
capability_product,Black  Show,1
capability_program,Charcoal Fabric ,2
capability_screen,Black  Spot,1
capability_speakerstereo,Black  Dot,2
capability_wa,Black  Spot,1
capability_without,Black  Plus,1
capability_work,Black  Plus,1
capable_device,Black  Show,1
capable_going,Black  Dot,2
capable_language,Black  Plus,1
capable_looking,Black,1
capable_much,Black  Plus,1
capacity_join,Black  Show,1
car_boat,White,1
car_use,Charcoal Fabric ,2
card_affirmcom,White  Plus,1
card_automatically,White  Spot,1
card_default,White  Spot,1
card_instead,White  Spot,1
card_really,Black  Spot,1
card_still,White  Spot,1
card_well,Black  Spot,1
card_without,Black  Spot,1
cardsrotate_onceproblem,White  Spot,1
care_issue,Configuration: Fire TV Stick,1
care_schedule,Black  Spot,1
care_waking,Black  Spot,1
carefully_say,Black  Plus,1
careless_whisper,Black  Spot,1
carful_people,Black  Dot,2
carolina_also,Black  Show,1
carrier_alexa,Black  Spot,1
carry_device,White  Show,1
cart_waiting,Black  Show,1
cartoon_lol,White  Spot,1
case_clock,White  Spot,1
case_got,White  Plus,1
case_perhaps,White  Spot,1
case_sound,White  Plus,1
case_took,Black,1
cat_even,Black  Plus,1
cat_vacation,Black  Show,1
catch_command,White  Plus,1
category_ha,Charcoal Fabric ,1
cause_squirm,White  Spot,1
cause_stream,Configuration: Fire TV Stick,1
caused_google,Black  Show,1
caused_user,White  Plus,1
cave_loving,Configuration: Fire TV Stick,1
cbs_nbc,Configuration: Fire TV Stick,1
cbs_pay,Configuration: Fire TV Stick,1
cd_anymore,Charcoal Fabric ,2
cd_play,Black  Plus,1
cd_since,Black  Plus,1
cdalarm_clock,White  Spot,1
cease_amaze,White  Spot,1
ceiling_fan,Black  Spot,1
ceiling_light,Black  Plus,1
ceilingscons_hub,Black  Plus,1
celebs_jump,Black  Spot,1
cell_hour,Charcoal Fabric ,2
cell_phone,Black  Plus,1
cell_phone,Black  Spot,3
cell_phone,Heather Gray Fabric ,2
cell_phone,White  Dot,4
cell_phone,White  Show,1
cell_phoneand,Black  Show,1
cellphone_cannot,Sandstone Fabric ,2
cent_unlimited,Charcoal Fabric ,2
center_allinone,Black  Spot,1
center_living,Black  Plus,1
center_much,Black,1
certain_apps,Black  Show,1
certain_broadway,Charcoal Fabric ,2
certain_question,Black  Spot,1
certain_thong,White  Dot,2
certainly_want,Black  Dot,2
certified_refurbished,Black,3
certified_refurbished,White,1
chachki_toy,Black  Spot,1
chairlaziness_best,Black  Show,1
chalk_inexperience,Black  Plus,1
challenge_hub,White  Plus,1
challenge_its,Black  Dot,2
challenged_get,White  Plus,1
challenged_wife,Black  Spot,1
chance_add,Black  Show,1
chance_certified,Black,1
chance_purchase,Black  Show,1
chance_rainand,Black  Plus,1
chance_save,Black  Spot,1
change_acceptable,Black  Spot,1
change_alexa,Black  Plus,1
change_channel,Black,1
change_color,Black  Plus,1
change_cover,Charcoal Fabric ,2
change_everything,Black  Spot,1
change_name,Charcoal Fabric ,2
change_name,White  Dot,2
change_nest,White,1
change_new,Black  Plus,1
change_people,Heather Gray Fabric ,2
change_powercord,White  Show,1
change_program,Configuration: Fire TV Stick,1
change_review,Black  Spot,1
change_solid,Black,1
change_song,Black  Plus,1
change_stuff,Black  Plus,1
change_voice,White  Show,1
change_volume,Black,1
change_wifi,Heather Gray Fabric ,2
changed_echo,Black  Spot,1
changed_sleep,Black  Spot,1
changer_seriously,Sandstone Fabric ,2
changing_channel,Black  Plus,1
changing_directv,Charcoal Fabric ,2
changing_name,White  Plus,1
changing_thermostat,White  Spot,1
channel_available,Configuration: Fire TV Stick,1
channel_doe,Black,1
channel_dont,Configuration: Fire TV Stick,1
channel_find,Configuration: Fire TV Stick,1
channel_fios,Black  Plus,1
channel_play,Charcoal Fabric ,2
channel_pur,Configuration: Fire TV Stick,1
channel_stream,Configuration: Fire TV Stick,1
channel_want,Configuration: Fire TV Stick,1
channel_within,Configuration: Fire TV Stick,1
channel_work,Configuration: Fire TV Stick,1
characteristic_volume,White  Plus,1
charge_another,Charcoal Fabric ,2
charge_time,Configuration: Fire TV Stick,1
charge_took,Black  Plus,1
charge_wa,Black  Spot,1
chargeable_base,Charcoal Fabric ,2
charger_ordering,Charcoal Fabric ,2
charger_port,Sandstone Fabric ,2
charging_cord,Black,1
charging_station,Black  Plus,1
charlotte_nc,Configuration: Fire TV Stick,1
charm_fast,Configuration: Fire TV Stick,1
chart_showing,Charcoal Fabric ,2
chat_cousin,Black  Show,1
chat_device,Black  Show,1
chat_directly,White  Show,1
chat_easily,Black  Show,1
chat_emergency,Black  Spot,1
chat_family,Black  Show,1
chat_family,Black  Spot,1
chat_good,White  Spot,1
chat_immediately,Black  Show,1
chat_kid,White  Show,1
chat_nephew,Black  Show,1
chat_never,Black  Spot,1
chat_often,Black  Show,1
chat_per,Black  Spot,1
chat_room,Black  Spot,1
chat_silly,White  Spot,1
chat_understands,Black  Spot,1
chat_voila,Black  Show,1
chatting_isnt,Black  Show,1
cheap_cheap,Black  Dot,2
cheap_face,Black  Spot,1
cheap_one,Black  Dot,2
cheap_portable,Black,1
cheap_price,Heather Gray Fabric ,2
cheap_seriously,Black  Dot,2
cheap_sound,Black  Dot,2
cheaper_echo,Black,1
cheaper_great,Black,1
cheaper_prime,White  Spot,1
cheapest_best,Black  Plus,1
cheapest_roku,Configuration: Fire TV Stick,1
check_baby,White  Spot,1
check_cat,Black  Show,1
check_different,Black  Show,1
check_event,Black  Plus,1
check_first,Black  Plus,1
check_im,Configuration: Fire TV Stick,1
check_phone,Configuration: Fire TV Stick,1
check_time,Black  Spot,1
check_use,Black  Show,1
check_weather,Black,1
check_weather,Black  Dot,4
check_weather,Black  Plus,1
check_weather,Charcoal Fabric ,2
check_weather,White,1
checked_app,Black  Plus,1
checked_outlet,Configuration: Fire TV Stick,1
checking_feature,Black  Plus,1
checking_made,Charcoal Fabric ,2
checking_son,Black  Spot,1
checking_thing,Black  Show,1
checking_time,Black  Dot,2
checking_weather,Black  Dot,2
checking_weather,Black  Plus,1
checking_weather,Black  Spot,1
checking_weather,White,1
child_also,Black  Plus,1
child_cant,White  Dot,2
child_doesnt,Black  Plus,1
child_dont,White  Spot,1
child_grandchild,Black  Show,1
child_insanity,Black  Plus,1
child_love,White  Plus,1
childhood_get,Heather Gray Fabric ,2
chocolate_assist,White  Plus,1
choice_ditch,Configuration: Fire TV Stick,1
choice_enough,White  Spot,1
choice_exchange,Black  Plus,1
choice_face,White  Spot,1
choice_fire,Configuration: Fire TV Stick,1
choice_may,Charcoal Fabric ,2
choice_miss,Sandstone Fabric ,2
choice_much,Black  Plus,1
choice_sure,Black  Spot,1
choice_television,Configuration: Fire TV Stick,1
choice_want,Black  Show,1
choose_display,Black  Spot,1
choose_male,White  Spot,1
choosing_well,Black  Dot,2
choppy_decided,Black  Dot,2
chore_walk,Black,1
chose_clock,White  Spot,1
chose_cover,Black  Spot,1
chose_force,Black  Spot,1
chose_kwikset,Black  Plus,1
chose_wakeword,Black,1
chosen_music,Heather Gray Fabric ,2
christmas_gift,Configuration: Fire TV Stick,1
christmas_check,Black  Spot,1
chromebook_luck,Black  Plus,1
chromecast_device,Configuration: Fire TV Stick,1
chromecast_wa,Configuration: Fire TV Stick,1
chromecast_year,Configuration: Fire TV Stick,1
citizen_love,White  Plus,1
city_know,Black  Dot,2
clapper_found,Black  Plus,1
clarity_ha,Black,1
clarity_sound,Sandstone Fabric ,2
clarity_volumeyou,White  Plus,1
clarity_wa,Charcoal Fabric ,2
class_look,White  Plus,1
classic_music,Black  Plus,1
classical_music,White  Dot,2
classical_station,Black  Plus,1
classroom_lot,Charcoal Fabric ,2
classroom_many,Black  Dot,2
clean_clock,Black  Spot,1
clean_crisp,Black  Show,1
clean_direction,Black  Plus,1
clean_house,White  Spot,1
cleaner_sounding,White  Spot,1
cleaning_etc,Black  Spot,1
cleaning_lady,Black  Spot,1
cleaning_reading,White  Spot,1
clear_also,Black  Spot,1
clear_bought,Black  Plus,1
clear_concise,Charcoal Fabric ,2
clear_day,Black  Show,1
clear_dot,Black  Plus,1
clear_elegant,Black  Spot,1
clear_end,Black  Show,1
clear_enjoying,White  Spot,1
clear_good,Charcoal Fabric ,2
clear_havent,Black  Plus,1
clear_loud,Black  Plus,1
clear_music,Charcoal Fabric ,2
clear_picture,Configuration: Fire TV Stick,1
clear_screen,Black  Show,2
clear_simple,Charcoal Fabric ,2
clear_sound,Black  Dot,2
clear_sound,Heather Gray Fabric ,2
clear_speaker,Black  Plus,1
clear_video,Black  Spot,1
clearalexa_hear,Black  Spot,1
clearer_receiver,Black  Spot,1
clearfor_money,Black  Plus,1
clearly_ai,Black  Dot,2
clearly_also,Black  Spot,1
clearly_bug,Black  Dot,2
clearly_fun,Black  Plus,1
clearly_going,White  Spot,1
clearly_inferior,Black  Plus,1
clearly_love,Heather Gray Fabric ,2
clearly_pick,Black  Plus,1
clearly_research,Black,1
click_box,Black  Plus,1
client_its,White  Show,1
clock_ability,Black  Spot,1
clock_alarm,Black  Spot,1
clock_alexa,Black  Spot,1
clock_amazon,Black  Show,1
clock_ask,Black  Spot,1
clock_assistant,Black  Spot,1
clock_attached,Black  Spot,1
clock_basic,White  Spot,1
clock_basically,Black  Spot,1
clock_bedroom,Black  Spot,4
clock_bell,Black  Dot,2
clock_bother,Black  Spot,1
clock_button,White  Spot,1
clock_display,White  Spot,1
clock_docking,Black  Show,1
clock_dont,Black  Spot,1
clock_face,Black  Spot,6
clock_face,White  Spot,3
clock_favorite,White  Spot,1
clock_fit,Black  Spot,1
clock_funny,Black  Spot,1
clock_google,Black  Spot,1
clock_ha,White  Spot,1
clock_hoping,Black  Spot,1
clock_however,Black  Spot,1
clock_infodot,Black  Dot,2
clock_information\u200b,Black,1
clock_its,White  Spot,1
clock_lcd,Black  Spot,1
clock_like,Black  Spot,2
clock_longer,White  Spot,2
clock_look,Black  Spot,1
clock_lot,Black  Spot,1
clock_lov,White  Spot,1
clock_love,Black  Spot,1
clock_love,White  Spot,1
clock_microphone,White  Spot,1
clock_mode,White  Spot,1
clock_music,Black  Spot,1
clock_music,White  Dot,2
clock_old,Black  Spot,1
clock_one,Black  Spot,1
clock_one,White  Spot,1
clock_perfect,Black  Spot,1
clock_perfect,White  Spot,2
clock_play,Black  Dot,2
clock_play,Black  Spot,1
clock_radio,Black  Dot,2
clock_radio,Black  Spot,1
clock_radio,Charcoal Fabric ,2
clock_radio,White  Spot,1
clock_reminds,White  Plus,1
clock_replacement,Black  Spot,1
clock_replacement,White  Spot,1
clock_right,Black  Spot,1
clock_screen,Black  Show,1
clock_screenselect,White  Spot,1
clock_serious,Black  Spot,1
clock_size,White  Spot,1
clock_smart,Black  Spot,1
clock_speaker,Black  Spot,1
clock_standard,White  Spot,1
clock_surprisingly,Black  Spot,1
clock_tell,Black  Spot,1
clock_thats,Black  Spot,1
clock_thats,Heather Gray Fabric ,2
clock_use,Black  Spot,1
clock_weather,Black  Show,1
clock_weather,White  Spot,1
clock_would,White  Spot,1
clock_⏰,Black  Spot,1
clockalarmradio_face,Black  Spot,1
clockhome_cardsrotate,White  Spot,1
clocking_mb,Configuration: Fire TV Stick,1
clockradio_bedroom,Black  Spot,1
clockradio_know,Black  Spot,1
clone_use,White,1
close_cutting,Configuration: Fire TV Stick,1
close_device,Black,1
close_far,Black  Plus,1
close_restart,Black  Plus,1
close_salsa,Black  Dot,2
close_wake,Black  Plus,1
close_work,White  Plus,1
closed_minute,White,1
closer_cutting,Configuration: Fire TV Stick,1
clothes_dryer,White  Show,1
cloud_based,Black  Dot,2
cloud_cam,Black  Dot,2
cloud_cam,Black  Show,1
cloud_cam,Black  Spot,2
clue_technologyi,Black  Plus,1
clue_wa,Configuration: Fire TV Stick,1
cnn_live,Black  Dot,2
cnn_various,Black  Show,1
coast_spot,Black  Spot,1
code_problem,Black  Spot,1
cohesive_link,White  Spot,1
collection_music,Heather Gray Fabric ,2
college_im,Black  Spot,1
college_student,Black  Dot,2
colon_hour,Black  Spot,1
color_also,Black  Plus,1
color_black,White  Dot,2
color_brightness,Black,1
color_cant,Black  Spot,1
color_option,Black  Spot,1
color_package,Black  Spot,1
color_screen,Black  Show,1
color_shape,Black  Plus,1
color_still,Black  Plus,1
color_tone,Black  Plus,1
color_totally,Black  Plus,1
comands_great,White  Dot,2
combination_smart,Black  Spot,1
combine_would,Black  Plus,1
combined_four,Black  Show,1
combined_time,White  Plus,1
combined_wifi,Black  Show,1
come_amaonmazing,Black  Spot,1
come_angle,Black  Spot,1
come_around,Black  Show,1
come_back,Black  Spot,1
come_back,Configuration: Fire TV Stick,1
come_black,White  Show,1
come_built,Heather Gray Fabric ,2
come_clear,Black  Show,1
come_clearly,Black  Spot,1
come_connected,White  Show,1
come_controlling,Black  Show,1
come_dinneras,White,1
come_echo,Black  Plus,1
come_extremely,Heather Gray Fabric ,2
come_free,Black  Plus,1
come_getting,Black  Show,1
come_getting,Oak Finish ,2
come_greatit,White,1
come_help,Black  Plus,1
come_hub,White  Plus,1
come_loaded,Black  Plus,1
come_long,Black  Dot,2
come_loose,Configuration: Fire TV Stick,1
come_music,Black  Plus,1
come_next,Black  Plus,1
come_original,White,1
come_packaging,Charcoal Fabric ,2
come_paying,Configuration: Fire TV Stick,1
come_playlist,Charcoal Fabric ,2
come_preinstalled,Configuration: Fire TV Stick,1
come_quickly,Black  Plus,1
come_screen,Black  Spot,1
come_several,Black,1
come_sorry,Black  Show,1
come_stand,Black  Spot,2
come_talking,Black  Plus,1
come_technology,Charcoal Fabric ,2
come_upsetting,White,1
come_wikipedia,Black,1
comeletely_differentthe,Black  Show,1
comfort_need,Black  Plus,1
comfort_rather,White  Show,1
comfortable_camera,Black  Spot,1
comfortable_definitely,White  Dot,2
comfortable_eye,White  Spot,1
comfortable_thing,Black  Spot,1
comfortable_wa,Black  Spot,1
comforting_well,Sandstone Fabric ,2
coming_bigger,Sandstone Fabric ,2
coming_cheap,Black,1
coming_error,Configuration: Fire TV Stick,1
coming_intermittent,Black  Spot,1
coming_usb,Configuration: Fire TV Stick,1
command_access,Black  Spot,1
command_alexa,Black  Dot,2
command_alexa,Black  Plus,1
command_alexa,Black  Spot,1
command_alexa,Charcoal Fabric ,2
command_alexia,Configuration: Fire TV Stick,1
command_also,Black,1
command_also,Black  Plus,1
command_arent,Black  Dot,2
command_away,Black  Show,1
command_correctly,White  Show,1
command_difficult,Charcoal Fabric ,2
command_doesnt,Black  Plus,1
command_easily,Black  Spot,1
command_either,Sandstone Fabric ,2
command_even,Black  Plus,1
command_even,White  Plus,1
command_even,White  Show,1
command_even,White  Spot,1
command_feature,White  Spot,1
command_fire,Heather Gray Fabric ,2
command_get,Charcoal Fabric ,2
command_good,Black  Plus,1
command_husband,Black  Plus,1
command_interaction,Black  Plus,1
command_little,White  Dot,2
command_looking,Charcoal Fabric ,2
command_love,Black  Plus,1
command_near,Black  Plus,1
command_never,Black,1
command_paired,Black  Plus,1
command_particular,Black  Plus,1
command_ran,Black  Dot,2
command_really,Configuration: Fire TV Stick,1
command_really,Sandstone Fabric ,2
command_returned,Black  Plus,1
command_smart,Black  Plus,1
command_smartthings,Black  Plus,1
command_snooze,White  Spot,1
command_sometimes,Black,1
command_sometimes,Black  Spot,1
command_song,Black  Plus,1
command_sound,Black  Plus,1
command_start,Black,1
command_super,Black  Plus,1
command_tell,White  Spot,1
command_though,White  Dot,2
command_time,Black  Dot,2
command_turn,Black  Dot,2
command_tv,Black  Show,1
command_unique,Sandstone Fabric ,2
command_wa,Black  Plus,1
command_watching,Black  Spot,1
command_well,White  Spot,1
command_work,Black  Show,1
command_alexa,White  Plus,1
commandbut_get,Black  Show,1
commanded_came,Black  Plus,1
commandsim_going,Configuration: Fire TV Stick,1
comment_conversation,White  Plus,1
comment_see,Charcoal Fabric ,2
common_service,Black  Show,1
common_social,Black  Plus,1
common_word,White  Show,1
communicate_child,Black  Show,1
communicate_dont,White  Show,1
communicate_friend,Black  Show,1
communicate_kid,Charcoal Fabric ,2
communicate_mom,Black  Spot,1
communicate_older,White  Show,1
communicated_cant,Black  Plus,1
communicating_dropin,Black  Show,1
communicating_nurse,White  Plus,1
communicating_properly,Black  Show,1
communication_ability,Sandstone Fabric ,2
communication_assistant,Black  Spot,1
communication_hub,Black  Show,1
community_said,Black  Plus,1
commute_great,Black  Spot,1
commute_tell,Black,1
commuteif_family,Black  Spot,1
como_el,Black  Dot,2
compacity_need,Black  Show,1
compact_bit,Charcoal Fabric ,2
compact_honestly,Black  Spot,1
compact_nice,Black  Spot,1
compact_small,Black  Spot,1
compact_structure,Black  Dot,2
companion_bedroom,White  Spot,1
company_ha,Charcoal Fabric ,2
company_husband,Charcoal Fabric ,2
company_used,White  Plus,1
comparable_bose,Charcoal Fabric ,2
comparable_buying,Black  Dot,2
compare_speaker,Charcoal Fabric ,2
compared_dot,Black  Show,1
compared_echo,Black  Spot,1
compared_google,Black  Dot,2
compared_google,Black  Spot,1
compatible_bought,Black  Plus,1
compatible_cant,Heather Gray Fabric ,2
compatible_device,Black  Plus,1
compatible_doe,Black  Plus,1
compatible_ge,White  Plus,1
compatible_many,Black  Show,1
compatible_one,Black,1
compatible_power,Heather Gray Fabric ,2
complacatedi_wanted,Black  Plus,1
complain_basic,White  Spot,1
complain_however,Black,1
complain_much,Black,1
complain_pagei,Black  Show,1
complain_wish,White  Show,1
complained_speaker,Black  Dot,2
complaini_also,Black,1
complaining_thank,Black  Spot,1
complaint_alexa,Black  Plus,1
complaint_cant,Black  Plus,1
complaint_dont,White  Spot,1
complaint_far,Black,1
