ngram,company,value
operate_thing,Black  Spot,1
operate_wish,Black  Spot,1
operate_work,Configuration: Fire TV Stick,1
operation_camera,Black  Spot,1
operation_v,Black  Dot,2
operator_error,Black  Plus,1
operator_error,Configuration: Fire TV Stick,1
opinion_able,Black  Show,1
opinion_paying,Black  Plus,1
opinion_product,White  Spot,1
opportunity_find,Configuration: Fire TV Stick,1
opt_card,White  Spot,1
optical_fine,Black  Spot,1
optimum_already,Configuration: Fire TV Stick,1
option_alarm,White  Spot,1
option_alexa,Black  Show,1
option_alexa,Black  Spot,1
option_available,Configuration: Fire TV Stick,1
option_bundle,White  Spot,1
option_change,White  Dot,2
option_choose,Configuration: Fire TV Stick,1
option_choosing,Black  Dot,2
option_clock,Black  Spot,1
option_complain,Black  Show,1
option_cool,Black  Plus,1
option_device,Charcoal Fabric ,2
option_dot,Black  Spot,1
option_explore,Heather Gray Fabric ,2
option_face,Black  Spot,1
option_fill,Configuration: Fire TV Stick,1
option_fire,Configuration: Fire TV Stick,1
option_flash,Black  Show,1
option_geared,Black  Spot,1
option_get,Black,1
option_info,Black  Plus,1
option_know,Black  Spot,1
option_love,White,1
option_many,White  Dot,2
option_provides,Charcoal Fabric ,2
option_setting,Black  Spot,1
option_shut,Black  Show,1
option_song,Black  Plus,1
option_still,Black  Dot,2
option_strongly,White  Show,1
option_thing,White  Spot,1
option_time,Configuration: Fire TV Stick,1
option_today,White  Spot,1
option_turn,White  Spot,1
option_u,Black  Dot,2
option_view,Configuration: Fire TV Stick,1
option_white,White  Show,1
optional_camera,Black  Show,1
optionmoreover_increase,Black  Spot,1
orange_googled,Black  Plus,1
orange_light,White,1
orchestra_home,Black  Plus,1
order_alexa,Charcoal Fabric ,2
order_amazon,Configuration: Fire TV Stick,1
order_another,Black,1
order_arriving,Black  Spot,1
order_came,Black  Plus,1
order_compact,Black  Spot,1
order_connect,Charcoal Fabric ,2
order_delivered,Black  Show,1
order_ha,Black  Plus,1
order_mailed,Black  Plus,1
order_make,White  Plus,1
order_need,Black  Dot,2
order_second,White  Spot,1
order_stuff,Black  Spot,1
order_thing,Black  Spot,1
order_turn,White  Spot,1
order_use,Black,1
order_use,Black  Show,1
order_utilize,Configuration: Fire TV Stick,1
order_wanted,Black,1
ordered_amazon,Configuration: Fire TV Stick,1
ordered_another,Black  Dot,2
ordered_birthday,Black  Plus,1
ordered_deal,Configuration: Fire TV Stick,1
ordered_didnt,Black  Spot,1
ordered_give,Black,1
ordered_one,Configuration: Fire TV Stick,1
ordered_prime,Black  Plus,1
ordered_thank,Black,1
ordered_two,Black  Plus,1
ordered_wrong,Black,1
ordering_coffeeetc,Black  Show,1
ordering_must,Charcoal Fabric ,2
organization_information,Black  Show,1
organized_give,Black  Dot,2
organized_updated,Black  Spot,1
orientation_training,White  Plus,1
oriented_hold,Configuration: Fire TV Stick,1
original_alexa,Black  Spot,1
original_alexa,Heather Gray Fabric ,2
original_artistbut,Black  Show,1
original_box,White,1
original_echo,Black,1
original_echo,Black  Dot,2
original_echo,Black  Plus,4
original_echo,Black  Show,4
original_echo,Black  Spot,2
original_echo,Heather Gray Fabric ,2
original_echo,Sandstone Fabric ,2
original_echo,White  Dot,2
original_echo,White  Show,3
original_larger,Black  Dot,2
original_look,Charcoal Fabric ,2
original_packaging,White,1
original_plus,White  Plus,1
original_purchaser,Black  Plus,1
original_recording,Black  Show,1
original_tall,Black  Spot,1
original_two,Black  Show,1
original_version,Black  Show,1
original_version,White  Plus,1
originale_essentially,Black  Plus,1
originally_expected,White  Show,1
originally_got,Black  Show,1
others_even,Sandstone Fabric ,2
others_existence,Charcoal Fabric ,2
others_feature,Black  Show,1
others_friend,Oak Finish ,2
others_get,Black  Spot,1
others_plus,White  Show,1
others_problem,Black,1
others_whole,Black  Plus,1
otherwise_everything,White,1
otherwise_fine,White  Dot,2
otherwise_gone,Configuration: Fire TV Stick,1
otherwise_pleased,Black  Show,1
otherwise_toull,Charcoal Fabric ,2
otherwise_work,Black  Plus,1
otherwise_would,Black  Plus,1
outdoor_camera,Black  Show,1
outdoor_sound,Black,1
outdoors_cant,Black,1
outlet_adapter,Configuration: Fire TV Stick,1
outlet_available,Black,1
outlet_bulb,White  Dot,2
outlet_doe,Sandstone Fabric ,2
outlet_function,Black  Dot,2
outlet_voltage,Configuration: Fire TV Stick,1
outlet_yard,Charcoal Fabric ,2
output_connected,Black,1
outrageous_cable,Configuration: Fire TV Stick,1
outrageous_unit,White  Spot,1
outside_go,Black  Plus,1
outside_light,Charcoal Fabric ,2
outside_love,Black  Dot,2
outside_operate,Charcoal Fabric ,2
outside_patio,Black  Plus,1
outside_pool,Charcoal Fabric ,2
outsidethis_dot,Black,1
outstanding_know,Black  Show,1
outstanding_little,Black  Spot,1
outstanding_piece,White  Show,1
outstanding_product,White  Dot,2
outstanding_product,White  Show,1
outstanding_regret,Black  Show,1
outstanding_use,White,1
outstanding_work,Black  Plus,1
oven_temp,White  Dot,2
overa_year,Sandstone Fabric ,2
overall_big,Sandstone Fabric ,2
overall_expensive,Black  Spot,1
overall_frustrating,White  Plus,1
overall_functionality,Black  Show,1
overall_good,Black,1
overall_great,Black  Spot,1
overall_great,Charcoal Fabric ,2
overall_great,Oak Finish ,2
overall_im,Black  Spot,1
overall_like,White  Dot,2
overall_love,Black  Dot,2
overall_love,Black  Plus,1
overall_many,Black,1
overall_use,Black  Show,1
overall_work,Black,1
overall_work,Black  Show,1
overall_would,Black,1
overcoming_setting,Configuration: Fire TV Stick,1
overdriven_case,White  Plus,1
overdriven_doesnt,White  Plus,1
overheating_wa,Black  Spot,1
overpriced_decorated,Black  Show,1
override_default,Charcoal Fabric ,2
overthis_order,Black  Plus,1
overtime_project,White  Spot,1
overwhelming_cooking,Black  Spot,1
owe_marked,White  Show,1
owlhead_jacuzzi,White,1
owned_echo,Sandstone Fabric ,2
owned_number,White  Spot,1
owned_started,Black  Spot,1
owner_instead,Black  Spot,1
owner_staff,Black  Spot,1
owner_user,Sandstone Fabric ,2
ownershipi_wa,Black  Plus,1
owning_couple,White,1
owning_good,Black  Plus,1
owning_mother,Black  Show,1
package_came,Black  Plus,1
package_even,Black  Plus,1
package_found,Sandstone Fabric ,2
package_ha,Black  Plus,1
package_instruction,Black  Plus,1
package_notification,Black  Spot,1
package_see,Black,1
package_since,Heather Gray Fabric ,2
package_updated,Black  Spot,1
package_wa,Black  Plus,1
package_want,Black,1
packaged_zero,White,1
packageperhaps_improvement,White  Show,1
packageeasy_set,Charcoal Fabric ,2
packaging_complaint,Black,1
packaging_wa,Black  Show,1
packaging_wa,Charcoal Fabric ,2
packaging_well,White,1
packaging_worked,Black  Dot,2
packing_item,Black  Plus,1
packing_sending,Black  Spot,1
page_nice,Configuration: Fire TV Stick,1
pagei_echo,Black  Show,1
pagesthe_one,Black  Spot,1
paid_amazon,Black,1
paid_apps,White  Plus,1
paid_attention,Black  Spot,1
paid_extra,Black  Show,1
paid_extra,Charcoal Fabric ,2
paid_full,Black,1
paid_full,Black  Show,1
paid_full,Configuration: Fire TV Stick,1
paid_many,Black,1
paid_much,Black  Spot,1
paid_next,Configuration: Fire TV Stick,1
paid_prime,Black  Dot,2
paid_seprately,Black  Show,1
paid_subscription,White  Plus,1
paid_would,Black  Show,1
pain_fault,Charcoal Fabric ,2
pain_reset,Black  Plus,1
pain_time,Black,1
pain_wont,Black  Spot,1
pair_echo,Black  Dot,2
pair_speaker,Black  Show,1
pair_thought,White  Spot,1
pair_two,Black  Plus,1
paired_amazon,Black  Show,1
paired_anylist,Black  Show,1
paired_blue,White  Spot,1
paired_firestick,Black  Plus,1
paired_smart,White  Spot,1
pairing_device,Black  Plus,1
pamphlet_wish,Charcoal Fabric ,2
pandora_adjusts,Charcoal Fabric ,2
pandora_app,Black,1
pandora_asked,White  Dot,2
pandora_integration,Charcoal Fabric ,2
pandora_keep,Black  Dot,2
pandora_spotify,White  Plus,1
pandora_station,White,1
pandora_tunein,Black  Plus,1
pandora_wonderful,Charcoal Fabric ,2
pandora_youtube,Charcoal Fabric ,2
paper_make,White  Spot,1
paper_pencil,Charcoal Fabric ,2
paper_wa,White,1
par_small,Black  Dot,2
paranoid_person,Black  Dot,2
pare_others,Black,1
parent_daily,Black  Show,1
parent_easily,Black  Spot,1
parent_easily,White  Show,1
parent_fiance,Black  Spot,1
parent_grandparent,White  Show,1
parent_help,Black,1
parent_one,Black  Show,1
parent_tell,Black  Spot,1
parent_work,Black  Show,1
parent_work,Black  Spot,1
parent_work,White  Show,1
parentseasy_usejust,Black  Spot,1
park_look,Black  Spot,1
part_ask,White  Dot,2
part_daily,Black  Show,1
part_daily,White  Dot,2
part_daily,White  Plus,1
part_data,Black  Show,1
part_didnt,White  Plus,1
part_family,Black  Plus,1
part_family,Charcoal Fabric ,2
part_fault,White  Spot,1
part_first,Black,1
part_home,Black  Dot,2
part_home,Charcoal Fabric ,2
part_house,White,1
part_house,White  Spot,1
part_living,Black  Spot,1
part_meh,Black  Spot,1
part_missing,Black  Spot,1
part_one,Black  Plus,1
part_owning,Black  Show,1
part_package,White  Plus,1
part_packageperhaps,White  Show,1
part_pic,Black  Show,1
part_prime,Black  Show,1
part_problemi,Black  Plus,1
part_product,Charcoal Fabric ,2
part_purchase,White  Plus,1
part_quite,Black  Plus,1
part_remote,Configuration: Fire TV Stick,1
part_show,Black  Show,2
part_top,Charcoal Fabric ,2
part_user,Black  Dot,2
part_work,Black  Plus,1
part_would,Configuration: Fire TV Stick,1
participating_echo,Black  Show,1
particular_app,Configuration: Fire TV Stick,1
particular_artist,Charcoal Fabric ,2
particular_device,Black  Plus,1
particular_hub,Black  Plus,1
particular_song,Black  Dot,2
particular_song,White  Spot,1
particularly_last,Black  Spot,1
partner_definitely,White  Spot,1
party_apps,Black,1
party_apps,Black  Plus,1
party_extends,Black  Plus,1
party_playing,Black  Show,1
party_viceo,Black  Show,1
pas_device,Black  Plus,1
pas_fun,Charcoal Fabric ,2
pas_something,Black  Show,1
password_site,Black  Dot,2
past_day,Black  Spot,1
past_firestick,Configuration: Fire TV Stick,1
past_ghost,Black  Plus,1
past_rerecordings,Black  Show,1
past_return,Black  Plus,1
patch_havent,Black  Dot,2
patience_far,Black  Plus,1
patient_app,Charcoal Fabric ,2
patio_gathering,Black  Plus,1
patio_mostly,Black  Dot,2
pattern_present,Black,1
pause_movie,Configuration: Fire TV Stick,1
pause_something,Black  Show,1
pause_speech,Black,1
pause_stop,Black  Plus,1
pay_argument,Black  Show,1
pay_dollar,Black  Dot,2
pay_easy,Configuration: Fire TV Stick,1
pay_end,Configuration: Fire TV Stick,1
pay_extra,Configuration: Fire TV Stick,1
pay_full,Black  Show,1
pay_it,Configuration: Fire TV Stick,1
pay_little,Configuration: Fire TV Stick,1
pay_monthly,Black,1
pay_outrageous,Configuration: Fire TV Stick,1
pay_play,Charcoal Fabric ,2
pay_prime,Black  Show,1
pay_show,Black  Show,1
pay_spotify,White  Dot,2
pay_would,White  Plus,1
payed_full,Black  Show,1
paying_amazon,Black  Spot,1
paying_much,Black  Spot,1
paying_premium,Black  Plus,1
paying_way,Configuration: Fire TV Stick,1
pc_without,Heather Gray Fabric ,2
películas_tiene,Configuration: Fire TV Stick,1
pen_paper,White  Spot,1
pencil_getting,Charcoal Fabric ,2
penny_dot,Black  Show,1
penny_especially,Black  Show,1
penny_like,Sandstone Fabric ,2
penny_third,White  Spot,1
people_arent,Black,1
people_around,Black  Plus,1
people_ask,Heather Gray Fabric ,2
people_challenge,Charcoal Fabric ,2
people_clue,Black  Plus,1
people_complain,White  Spot,1
people_complained,Black  Dot,2
people_device,Black  Show,1
people_different,Black  Spot,1
people_dont,White  Plus,1
people_entering,Black  Dot,2
people_expecting,Black  Show,1
people_get,Black  Spot,1
people_get,White  Plus,1
people_home,White  Plus,1
people_india,Black  Spot,1
people_like,Black  Dot,2
people_might,White  Show,1
people_suggest,Black  Spot,1
people_think,Black  Spot,1
people_trouble,Black  Dot,2
people_want,Configuration: Fire TV Stick,1
people_would,Black  Spot,1
pep_back,Configuration: Fire TV Stick,1
per_instruction,Black  Spot,1
perdió_toda,White  Dot,2
perfect_able,Black  Show,1
perfect_addition,White  Spot,1
perfect_alarm,White  Spot,1
perfect_background,Black,1
perfect_bedside,Black  Spot,1
perfect_bedside,White  Spot,1
perfect_classroom,Charcoal Fabric ,2
perfect_companion,White  Spot,1
perfect_condition,Black,2
perfect_condition,Sandstone Fabric ,2
perfect_controlling,Black  Plus,1
perfect_cost,Configuration: Fire TV Stick,1
perfect_could,Black,1
perfect_device,Black  Spot,1
perfect_dont,Black  Dot,2
perfect_fast,Black  Dot,2
perfect_getting,Black  Show,2
perfect_give,White  Plus,1
perfect_glad,White,1
perfect_good,Black  Dot,2
perfect_good,Black  Plus,1
perfect_home,Black  Spot,1
perfect_home,White  Dot,2
perfect_house,Black  Plus,1
perfect_husband,White,1
perfect_introduction,Black,1
perfect_kid,Black  Dot,2
perfect_link,Black  Show,1
perfect_location,Black  Spot,1
perfect_mark,Black  Plus,1
perfect_may,Black  Spot,1
perfect_must,Black  Plus,1
perfect_office,Charcoal Fabric ,2
perfect_people,Black  Dot,2
perfect_price,Black  Plus,1
perfect_product,Black  Plus,1
perfect_really,Black  Spot,1
perfect_ring,Black  Show,1
perfect_satisfied,Black,1
perfect_save,Black,1
perfect_sign,White  Show,1
perfect_size,Black  Spot,1
perfect_size,White  Spot,1
perfect_smart,Black  Spot,1
perfect_speaker,Black  Spot,1
perfect_staging,White  Show,1
perfect_streaming,Configuration: Fire TV Stick,1
perfect_theres,White,1
perfect_wear,Black,1
perfect_work,Configuration: Fire TV Stick,1
perfect_work,White,1
perfecti_highly,Black  Plus,1
perfectly_alexa,Black,1
perfectly_appear,White,1
perfectly_believer,Black  Spot,1
perfectly_buy,Black,1
perfectly_even,White,1
perfectly_every,White  Show,1
perfectly_fine,Black  Dot,2
perfectly_fine,Charcoal Fabric ,2
perfectly_love,Black,1
perfectly_much,Black  Plus,1
perfectly_packaged,White,1
perfectly_position,Black  Show,1
perfectly_saved,White,1
perfectly_understand,White  Spot,1
perfectly_use,Black,1
perfectly_wa,Black,1
perfectlyvery_disappointed,Black,1
perform_commandbut,Black  Show,1
perform_enjoying,Charcoal Fabric ,2
perform_like,White  Show,1
performance_brand,Black,1
performance_look,Black,1
performed_expected,Black,1
performing_quite,Black,1
performs_new,Black,1
performs_pretty,Charcoal Fabric ,2
performs_well,Black,1
perhaps_future,White  Show,1
perhaps_ring,White  Spot,1
period_silly,White  Spot,1
period_well,White  Spot,1
period_zzzz,Black  Plus,1
perk_use,White  Spot,1
permanently_clock,White  Spot,1
permanently_trying,White  Spot,1
persist_may,Black,1
person_completely,Black  Spot,1
person_door,White  Show,1
person_help,White  Plus,1
person_instantaneous,White  Plus,1
person_thought,Black  Plus,1
person_year,Black  Dot,2
personal_account,Black  Show,1
personal_appointmentsi,Black  Show,1
personal_assistant,Black,1
personal_assistant,White  Plus,1
personal_assistant,White  Show,2
personal_dj,Heather Gray Fabric ,2
personal_picture,White  Spot,1
personal_playlisti,Black  Plus,1
personal_secretary,Black  Plus,1
personal_secretary,Charcoal Fabric ,2
personal_set,Black  Plus,1
personal_use,Black  Show,1
personality_also,Charcoal Fabric ,2
personalization_thing,Black  Spot,1
personalized_reminder,Black  Show,1
personally_bugging,Black  Spot,1
personally_felt,Black  Spot,1
personally_love,Charcoal Fabric ,2
personally_prefer,White  Dot,2
persuasion_friend,Black  Spot,1
pet_heard,White  Plus,1
phase_far,Black  Dot,2
phase_ive,Black  Plus,1
phenomenal_mention,Charcoal Fabric ,2
philip_bridge,Black  Plus,1
philip_hub,Black  Plus,2
philip_hue,Black  Plus,9
philip_hue,White  Plus,2
philip_light,Black  Plus,3
philip_smart,Black  Plus,1
philipshue_light,Black  Plus,1
phillips_ha,White  Plus,1
phillips_hub,Black  Plus,1
phillips_hue,Black  Plus,2
phillips_hue,White,1
philly_visiting,Black  Plus,1
phone_also,Black  Plus,1
phone_also,White,1
phone_answer,White  Plus,1
phone_app,Charcoal Fabric ,2
phone_app,Configuration: Fire TV Stick,1
phone_blue,Black  Plus,1
phone_bunch,Black  Spot,1
phone_call,Black  Plus,2
phone_call,Black  Spot,1
phone_call,Charcoal Fabric ,4
phone_call,White  Dot,2
phone_call,White  Plus,1
phone_cant,White  Plus,1
phone_computer,Configuration: Fire TV Stick,1
phone_computer,White  Spot,1
phone_couldnt,Black  Plus,1
phone_echo,Black  Plus,1
phone_echo,White,1
phone_echo,White  Dot,2
phone_ended,Black,1
phone_far,Black  Plus,1
phone_feature,Black  Show,1
phone_force,Black  Plus,1
phone_galaxy,Black  Plus,1
phone_get,White  Plus,1
phone_google,Black  Plus,1
phone_got,Black  Plus,1
phone_got,White  Show,1
phone_great,White  Show,1
phone_ha,Black  Show,1
phone_home,Black  Show,1
phone_listen,Black,1
phone_look,Black  Spot,2
phone_louder,Black,1
phone_love,Heather Gray Fabric ,2
phone_make,White  Plus,1
phone_matter,Black  Spot,1
phone_need,White  Dot,2
phone_number,Black  Dot,4
phone_number,Black  Plus,1
phone_phone,Black  Show,1
phone_playlist,White  Dot,2
phone_reason,Black,1
phone_room,Black  Spot,1
phone_saw,Black  Show,1
phone_set,Black  Dot,2
phone_set,Black  Spot,1
phone_smart,Black  Show,1
phone_sound,Charcoal Fabric ,2
phone_still,Black  Plus,1
phone_tablet,Black  Plus,3
phone_tech,Black  Plus,1
phone_telling,Black  Spot,1
phone_thanks,Black  Spot,1
phone_time,Black  Spot,1
phone_work,Black  Spot,1
phone_working,Black,1
phone_working,Black  Plus,1
phone_wouldnt,Heather Gray Fabric ,2
phone_yet,Black,1
phoneand_cant,Black  Show,1
photo_could,Black  Show,1
photo_etc,White  Show,1
photo_etc,White  Spot,1
photo_leave,Black  Show,1
photo_little,Charcoal Fabric ,2
photo_screen,White  Show,1
photograph_start,Black  Show,1
phrase_machine,Sandstone Fabric ,2
phrase_thing,Black  Plus,1
pia_product,Black  Show,1
pic_recipe,Black  Show,1
pick_command,Black  Plus,1
pick_list,White  Spot,1
pick_phone,Black  Spot,1
pick_right,Black  Show,1
pick_smartphone,Black  Spot,1
pick_voice,Black  Dot,2
pick_voice,Black  Show,1
pick_voice,Charcoal Fabric ,2
pick_voice,White  Spot,1
pick_weird,Black  Spot,1
pick_well,Black,1
pick_well,Black  Spot,1
pick_youre,Black  Show,1
picked_interference,Black  Dot,2
picked_something,Black  Plus,1
picking_conversation,Black,1
picking_phone,Black  Spot,1
picking_say,White  Plus,1
pickup_voice,White  Spot,1
picky_point,Black  Spot,1
picture_awesome,Black  Show,1
picture_complaint,White  Spot,1
picture_doe,Black  Show,1
picture_easy,Black  Show,1
picture_go,Configuration: Fire TV Stick,1
picture_good,Black  Show,1
picture_look,Configuration: Fire TV Stick,1
picture_numerous,Configuration: Fire TV Stick,1
picture_put,Black  Show,1
picture_quality,Black  Show,2
picture_quality,Black  Spot,1
picture_quality,Configuration: Fire TV Stick,1
picture_quiet,Configuration: Fire TV Stick,1
picture_show,Black,1
piece_crap,Black  Show,1
piece_equipment,Charcoal Fabric ,2
piece_garbage,Configuration: Fire TV Stick,1
piece_garbage,White  Plus,1
piece_junkthey,Black,1
piece_look,Black  Plus,1
piece_make,Black  Spot,1
piece_technology,Black,1
piece_technology,Black  Dot,2
piece_technology,Black  Show,1
piece_technology,White  Show,1
piece_technologyi,Black  Plus,1
piece_techwere,Black  Spot,1
pin_guess,Sandstone Fabric ,2
pivoting_stand,Black  Spot,1
pixelated_still,Black  Show,1
pizza_hut,White  Spot,1
place_call,Charcoal Fabric ,2
place_call,White  Plus,1
place_ended,Heather Gray Fabric ,2
place_plug,Black  Spot,1
place_program,Black  Spot,1
place_put,White  Spot,1
place_wont,Black  Plus,1
placed_ceiling,Black  Plus,1
placed_echo,Black  Plus,1
placed_fixture,Black  Plus,1
placement_sound,Black  Plus,1
placing_order,Black  Spot,1
plain_simple,Black  Spot,1
plain_work,Black  Plus,1
plan_add,Black  Show,1
plan_adding,Black  Plus,1
plan_advanced,Black  Plus,1
plan_alexa,Charcoal Fabric ,2
plan_connect,Black  Plus,1
plan_gender,Charcoal Fabric ,2
plan_getting,Black  Show,1
plan_install,White,1
plan_route,Black  Spot,1
plan_time,Black,1
plan_use,Black  Dot,2
plane_hub,White  Plus,1
plane_wa,Configuration: Fire TV Stick,1
planning_dot,Black  Dot,2
planning_drop,Configuration: Fire TV Stick,1
planning_get,Black  Spot,1
planning_getting,Black,2
platform_feel,Configuration: Fire TV Stick,1
platform_like,Configuration: Fire TV Stick,1
platform_use,Configuration: Fire TV Stick,1
play_able,Black  Show,1
play_ad,Black  Spot,1
play_amazon,Black  Dot,2
play_amazon,Black  Plus,1
play_amazon,White  Plus,1
play_anything,Sandstone Fabric ,2
play_ask,Black  Dot,2
play_bluetooth,Charcoal Fabric ,2
play_book,Black  Spot,1
play_capability,Black  Plus,1
play_certain,Charcoal Fabric ,2
play_classical,White  Dot,2
play_command,Black  Plus,1
play_continuous,Black  Dot,2
play_even,Black  Spot,1
play_everything,Black  Dot,2
play_everything,Charcoal Fabric ,2
play_favorite,Charcoal Fabric ,4
play_favorite,Heather Gray Fabric ,2
play_fun,Black  Dot,2
play_game,Black,1
play_game,Black  Dot,4
play_game,Black  Spot,1
play_game,Charcoal Fabric ,1
play_game,Heather Gray Fabric ,2
play_game,White  Dot,2
play_get,Charcoal Fabric ,2
play_great,Black  Plus,1
play_great,Black  Show,1
play_great,Charcoal Fabric ,2
play_group,Charcoal Fabric ,2
play_home,Black  Dot,2
play_however,Black  Plus,1
play_iheartradio,Black  Spot,1
play_iheartradio,Charcoal Fabric ,2
play_imusic,White  Dot,2
play_italian,Charcoal Fabric ,2
play_learn,Charcoal Fabric ,2
play_learn,White  Dot,2
play_like,Black  Plus,1
play_list,Black  Dot,2
play_list,Charcoal Fabric ,2
play_local,Black  Plus,1
play_love,Configuration: Fire TV Stick,1
play_motown,Black  Dot,2
play_music,Black,2
play_music,Black  Dot,24
play_music,Black  Plus,5
play_music,Black  Show,8
play_music,Black  Spot,5
play_music,Charcoal Fabric ,12
play_music,Heather Gray Fabric ,8
play_music,White,1
play_music,White  Dot,18
play_music,White  Plus,2
play_music,White  Show,3
play_music,White  Spot,5
play_nice,Black  Spot,1
play_old,Heather Gray Fabric ,2
play_one,Black  Dot,2
play_opera,Charcoal Fabric ,2
play_pandora,White  Dot,2
play_pandora,White  Plus,1
play_podcasts,Charcoal Fabric ,2
play_prime,Black  Dot,2
play_problem,Black  Dot,2
play_radio,Black,1
play_radio,Black  Dot,2
play_radio,Charcoal Fabric ,2
play_radio,Heather Gray Fabric ,2
play_restrictive,Black  Dot,2
play_room,Heather Gray Fabric ,2
play_set,Black  Plus,1
play_simultaneously,Black  Dot,2
play_sleep,Black  Dot,2
play_sleep,Charcoal Fabric ,2
play_song,Black  Plus,1
play_song,Black  Spot,2
play_song,Charcoal Fabric ,2
play_song,Heather Gray Fabric ,2
play_song,Oak Finish ,2
play_song,White  Dot,2
play_specific,Charcoal Fabric ,2
play_thunderstorm,Black  Show,1
play_tube,Black  Show,1
play_type,Black  Dot,4
play_unless,Black,1
play_unlimited,White  Dot,2
play_used,Heather Gray Fabric ,2
play_various,Black  Dot,2
play_various,Charcoal Fabric ,2
play_video,Black  Show,2
play_video,Black  Spot,1
play_well,Black  Plus,1
play_whatever,Black  Plus,1
play_xm,Black  Spot,1
play_youtube,Black  Spot,2
play_youtube,White  Show,1
play_your ,Charcoal Fabric ,2
played_around,Black  Plus,1
played_choppy,Black  Dot,2
played_couple,Configuration: Fire TV Stick,1
played_exact,White  Spot,1
played_fantastic,White  Spot,1
played_jeapordy,Black  Show,1
played_madlibs,Heather Gray Fabric ,2
played_music,Black,1
played_music,Black  Plus,1
played_music,Configuration: Fire TV Stick,1
played_particular,White  Spot,1
played_speaker,White  Spot,1
played_stereo,White  Spot,1
player_general,Black  Show,1
player_thats,Heather Gray Fabric ,2
player_voice,White  Spot,1
playing_alexa,Charcoal Fabric ,2
playing_also,Black  Show,1
playing_amazon,Black  Spot,1
playing_audio,Black,1
playing_blue,Charcoal Fabric ,2
playing_department,Black,1
playing_game,Black  Dot,2
playing_game,Black  Plus,1
playing_game,Walnut Finish ,1
playing_get,Charcoal Fabric ,2
playing_movie,Black  Show,1
playing_music,Black,2
playing_music,Black  Dot,6
playing_music,Black  Plus,3
playing_music,Black  Show,1
playing_music,Black  Spot,2
playing_music,Charcoal Fabric ,11
playing_music,Heather Gray Fabric ,4
playing_music,Oak Finish ,2
playing_music,Sandstone Fabric ,4
playing_music,White,1
playing_music,White  Spot,1
playing_musicchecking,Black  Dot,2
playing_musicloveit,Black  Show,1
playing_paid,Black,1
playing_skill,Black  Show,1
playing_song,Black,1
playing_song,Black  Dot,2
playing_station,Black  Dot,2
playing_time,Black,1
playing_want,Black  Dot,2
playing_youtube,Black  Spot,1
playingi_pair,Black  Plus,1
playlist_amazon,Black  Plus,1
playlist_amazon,Charcoal Fabric ,2
playlist_cleaning,White  Spot,1
playlist_echo,Charcoal Fabric ,2
playlist_favorite,Black  Spot,1
playlist_ha,White  Plus,1
playlist_morning,Black,1
playlist_name,Charcoal Fabric ,2
playlist_pick,Black  Show,1
playlist_song,Black  Plus,1
playlist_song,Charcoal Fabric ,2
playlist_without,Black  Plus,1
playlisti_scoured,Black  Plus,1
playlistswhats_great,Black  Spot,1
pleasantly_surprised,Black  Plus,1
pleasantly_surprised,Black  Show,1
pleasantly_surprised,Charcoal Fabric ,2
pleasantly_surprised,Heather Gray Fabric ,2
please_advise,White  Plus,1
please_answer,White  Plus,1
please_fix,Black  Show,1
please_let,Black  Dot,2
please_listen,White  Show,1
please_try,Black  Plus,1
please_update,Black  Spot,1
pleased_amazed,Charcoal Fabric ,2
pleased_amazon,Black  Spot,1
pleased_dot,Black  Dot,2
pleased_ease,Configuration: Fire TV Stick,1
pleased_echo,Black  Plus,1
pleased_echo,Black  Show,4
pleased_echo,Black  Spot,1
pleased_echo,Charcoal Fabric ,2
pleased_fact,Black  Show,1
pleased_fire,Configuration: Fire TV Stick,1
pleased_item,Black  Show,1
pleased_order,Black,1
pleased_purchase,Charcoal Fabric ,2
pleased_see,Black  Plus,1
pleased_sound,Black  Show,1
pleased_sound,Walnut Finish ,2
pleased_watch,Configuration: Fire TV Stick,1
pleasedsimple_figure,White  Show,1
pleasure_absolutely,White  Plus,1
pleasure_echo,Charcoal Fabric ,2
pleasure_fire,Configuration: Fire TV Stick,1
pleasure_used,White  Plus,1
plenty_bass,Black  Plus,1
plenty_loud,Black  Plus,1
plenty_option,Configuration: Fire TV Stick,1
plenty_rent,Configuration: Fire TV Stick,1
plenty_review,Black  Plus,1
plug_also,White,1
plug_apparently,Black  Plus,1
plug_bedroom,White  Spot,1
plug_ceiling,Black  Plus,1
plug_cloud,Black  Dot,2
plug_connect,Heather Gray Fabric ,2
plug_connected,Black  Show,1
plug_control,Black  Spot,1
plug_control,Charcoal Fabric ,2
plug_control,White  Plus,1
plug_etc,Black  Spot,1
plug_follow,Black,1
plug_get,Black  Spot,1
plug_given,White  Plus,1
plug_grandkids,Black  Dot,2
plug_hotel,Configuration: Fire TV Stick,1
plug_item,Black  Plus,1
plug_lamp,Black  Plus,1
plug_make,Black  Show,1
plug_n,Black  Plus,1
plug_nice,Black  Plus,1
plug_ordered,Black  Dot,2
plug_pain,Black  Spot,1
plug_picture,Black,1
plug_plugged,Black  Plus,1
plug_problem,Black  Dot,2
plug_send,Black  Plus,1
plug_tv,Charcoal Fabric ,2
plugged_echo,Black  Plus,1
plugged_good,White  Dot,2
plugged_outlet,Black  Dot,2
plugged_time,Black,1
plugged_time,Black  Dot,2
plugged_time,Black  Plus,1
